symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
TRIM8	0.14934266020397616	0.24565733598412673	No data	No data	No data	No data	No data	No data	tripartite motif containing 8
THRB	0.1490250198016677	0.2171082186538586	No data	No data	No data	0.01823792392834863	No data	0.5524267157896801	thyroid hormone receptor beta
ADAMTSL3	0.1488922126616372	0.23831544536067745	No data	No data	No data	0.13201877240361648	No data	No data	ADAMTS like 3
PCCB	0.1484389199214838	0.24417075184322967	No data	No data	No data	No data	No data	No data	propionyl-CoA carboxylase subunit beta
C2CD4A	0.14809853743228119	0.24361084849478956	No data	No data	No data	No data	No data	No data	C2 calcium dependent domain containing 4A
TRAF5	0.1478429694290636	0.2431904585355678	No data	No data	No data	No data	No data	No data	TNF receptor associated factor 5
COQ10B	0.14764491751102743	0.24286467816909474	No data	No data	No data	No data	No data	No data	coenzyme Q10B
AGTPBP1	0.14750055569002496	0.24262721393538653	No data	No data	No data	No data	No data	No data	ATP/GTP binding carboxypeptidase 1
CDH5	0.14721768740061514	0.2331189464639011	No data	No data	No data	0.18085941228945726	No data	No data	cadherin 5
GATAD2A	0.14626066389773756	0.23593532678751444	No data	No data	No data	0.09304718596777868	No data	No data	GATA zinc finger domain containing 2A
C17orf75	0.1461954006970655	0.2404803330764351	No data	No data	No data	No data	No data	No data	chromosome 17 open reading frame 75
PRR12	0.1460702034708619	0.2402743931459439	No data	No data	No data	No data	No data	No data	proline rich 12
CNR1	0.14599556030685742	No data	No data	0.1893858463606615	No data	0.8057592914353676	No data	0.471500994447613	cannabinoid receptor 1
BCAR3	0.14545466443941538	0.2392618781790023	No data	No data	No data	No data	No data	No data	BCAR3 adaptor protein, NSP family member
CISD2	0.14535014399085283	0.23908994997767874	No data	No data	No data	No data	No data	No data	CDGSH iron sulfur domain 2
NEK4	0.14506153960164522	0.23496974375721402	No data	No data	No data	0.07290947829689372	No data	No data	NIMA related kinase 4
BRD2	0.14495111488039322	0.23308957532704866	No data	No data	No data	0.10688004126884168	No data	No data	bromodomain containing 2
LSM1	0.1444984000206884	0.2340413110366501	No data	No data	No data	0.07295169571339453	No data	No data	LSM1 homolog, mRNA degradation associated
LSMEM2	0.14449583541715333	0.23768467724424294	No data	No data	No data	No data	No data	No data	leucine rich single-pass membrane protein 2
H3C4	0.14435577082338027	0.23745428162302532	No data	No data	No data	No data	No data	No data	H3 clustered histone 4
KMT5A	0.14421967832546836	0.2372304197978857	No data	No data	No data	No data	No data	No data	lysine methyltransferase 5A
FSHB	0.1440680584171137	0.23698101656161222	No data	No data	No data	No data	No data	No data	follicle stimulating hormone subunit beta
SNORC	0.14393064569671193	0.2367549830707254	No data	No data	No data	No data	No data	No data	secondary ossification center associated regulator of chondrocyte maturation
PRAG1	0.14373801179092366	0.23643811492299366	No data	No data	No data	No data	No data	No data	PEAK1 related, kinase-activating pseudokinase 1
GTDC1	0.14369781572936005	0.23637199545393314	No data	No data	No data	No data	No data	No data	glycosyltransferase like domain containing 1
BAG5	0.14345862238872106	0.23476267897605105	No data	No data	No data	0.024317231904464845	No data	No data	BAG cochaperone 5
DNAJC11	0.14257280696500385	0.23452144146197218	No data	No data	No data	No data	No data	No data	DnaJ heat shock protein family (Hsp40) member C11
NUCB2	0.14211529868098452	0.22464991311060917	No data	No data	No data	0.18237923928348632	No data	No data	nucleobindin 2
LSM5	0.142071258070869	0.23369643161528358	No data	No data	No data	No data	No data	No data	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated
ZNF318	0.14174336122928446	0.23315706620910123	No data	No data	No data	No data	No data	No data	zinc finger protein 318
CYB561D1	0.1416062437358049	0.23293151834408396	No data	No data	No data	No data	No data	No data	cytochrome b561 family member D1
MOG	0.14090946254558248	0.22371022846563224	No data	No data	No data	0.1615027545858572	No data	No data	myelin oligodendrocyte glycoprotein
JRK	0.13952083779872676	0.22889325313132	No data	No data	No data	0.012158615952232422	No data	No data	Jrk helix-turn-helix protein
SOAT1	0.13950307033026774	0.22864449642903972	No data	No data	No data	0.01654922726831635	No data	No data	sterol O-acyltransferase 1
CUL1	0.13942780526069778	0.22934815246812315	No data	No data	No data	No data	No data	No data	cullin 1
DOC2A	0.13914968775205136	0.22696338900480265	No data	No data	No data	0.030396539880581056	0.01833544286519116	No data	double C2 domain alpha
ASF1A	0.13883726119698486	0.22837675232515786	No data	No data	No data	No data	No data	No data	anti-silencing function 1A histone chaperone
KMT2E	0.13869087333000096	0.22813595539965417	No data	No data	No data	No data	No data	No data	lysine methyltransferase 2E (inactive)
DHX15	0.1386484093580259	0.22806610539017627	No data	No data	No data	No data	No data	No data	DEAH-box helicase 15
WBP1L	0.13783665582484259	0.223698389283044	No data	No data	No data	0.06064886368018801	No data	No data	WW domain binding protein 1 like
DISC1	0.13774484240921175	No data	No data	No data	No data	0.9232491484125088	No data	0.8385995337503256	DISC1 scaffold protein
CBLN4	0.13769341118370312	0.22649520590938887	No data	No data	No data	No data	No data	No data	cerebellin 4 precursor
PCDHA2	0.13760335753724387	0.22482724750498706	No data	No data	No data	0.030396539880581056	No data	No data	protocadherin alpha 2
PPDPF	0.13715331210664772	0.22560678393903089	No data	No data	No data	No data	No data	No data	pancreatic progenitor cell differentiation and proliferation factor
RAB11FIP5	0.1370622455602513	0.2254569863851741	No data	No data	No data	No data	No data	No data	RAB11 family interacting protein 5
BMP3	0.1369341708382511	0.22524631319259472	No data	No data	No data	No data	No data	No data	bone morphogenetic protein 3
NUF2	0.1364332093754751	0.22442226962588588	No data	No data	No data	No data	No data	No data	NUF2 component of NDC80 kinetochore complex
PMFBP1	0.13628668196591692	0.2241812431634434	No data	No data	No data	No data	No data	No data	polyamine modulated factor 1 binding protein 1
UNC119B	0.13564499489611226	0.2231257166589043	No data	No data	No data	No data	No data	No data	unc-119 lipid binding chaperone B
RABGAP1L	0.1354517469595081	0.22280783847710567	No data	No data	No data	No data	No data	No data	RAB GTPase activating protein 1 like
SYNGAP1	0.13504439218766828	0.2017545984720695	No data	No data	No data	0.07410353196064003	No data	0.3747285436478033	synaptic Ras GTPase activating protein 1
EXOC4	0.13473766757203529	0.2186780129519192	No data	No data	No data	0.05910438310112983	No data	No data	exocyst complex component 4
CYP17A1	0.1338800919741117	0.2196146545691549	No data	No data	No data	0.012158615952232422	No data	No data	cytochrome P450 family 17 subfamily A member 1
NRG1	0.13380863008655752	No data	No data	No data	No data	0.9738665978254173	No data	0.5066343284595848	neuregulin 1
ZNF322	0.13372336977694002	0.2199647892528217	No data	No data	No data	No data	No data	No data	zinc finger protein 322
GRM5	0.13313195307452175	0.05529026263432923	No data	No data	No data	0.8696913799565323	No data	0.7782063035843261	glutamate metabotropic receptor 5
ITIH4	0.13297122564804442	0.21311688882269125	No data	No data	No data	0.11221360901467678	No data	No data	inter-alpha-trypsin inhibitor heavy chain 4
RMI1	0.13293711164363683	0.2186714543265568	No data	No data	No data	No data	No data	No data	RecQ mediated genome instability 1
ASTN1	0.13288863551342864	0.21859171477330722	No data	No data	No data	No data	No data	No data	astrotactin 1
STPG2	0.13275292988398024	0.218368489317414	No data	No data	No data	No data	No data	No data	sperm tail PG-rich repeat containing 2
PLPP5	0.13270848492022527	0.21829538072688104	No data	No data	No data	No data	No data	No data	phospholipid phosphatase 5
DCAF6	0.13177066496701967	0.21614480731782412	No data	No data	No data	0.012158615952232422	No data	No data	DDB1 and CUL4 associated factor 6
BDNF	0.13142611789563946	No data	No data	No data	No data	0.9795916573333432	No data	0.40535305757748863	brain derived neurotrophic factor
CEBPZ	0.13127804456610528	0.21039062815631565	No data	No data	No data	0.1110357361162189	No data	No data	CCAAT enhancer binding protein zeta
MECP2	0.13096522853307715	0.18237923928348632	No data	No data	No data	0.27370755128105867	No data	0.5393245405786546	methyl-CpG binding protein 2
TPRA1	0.13091764378983484	0.21534958305151053	No data	No data	No data	No data	No data	No data	transmembrane protein adipocyte associated 1
CHRNA7	0.13091661001989713	No data	No data	0.19022870083000004	No data	0.3861742856124257	No data	0.26147103605275823	cholinergic receptor nicotinic alpha 7 subunit
TSSK6	0.13060883713620355	0.2148416195549341	No data	No data	No data	No data	No data	No data	testis specific serine kinase 6
GABBR1	0.13017170727488728	0.18964485266453687	No data	No data	No data	0.0976023418186243	No data	0.446175610637109	gamma-aminobutyric acid type B receptor subunit 1
ATP6V0B	0.12996144505267254	0.2137767087360146	No data	No data	No data	No data	No data	No data	ATPase H+ transporting V0 subunit b
SHOX2	0.12931293898419746	0.21179806930003292	No data	No data	No data	0.01823792392834863	No data	No data	short stature homeobox 2
SLC45A1	0.12930360096865925	0.21117477817592545	No data	No data	No data	0.030396539880581056	No data	No data	solute carrier family 45 member 1
ABCB9	0.12923340577215808	0.20300422933946605	No data	No data	No data	0.19149820124766065	No data	No data	ATP binding cassette subfamily B member 9
TXNL1	0.12841572568798004	0.2112341177523612	No data	No data	No data	No data	No data	No data	thioredoxin like 1
CTSS	0.12838138646633623	0.2090498745486001	No data	No data	No data	0.04255515583281347	No data	No data	cathepsin S
MLEC	0.12838018286476324	0.2111756525070464	No data	No data	No data	No data	No data	No data	malectin
MST1R	0.12803678193998327	0.20574733768038772	No data	No data	No data	0.09726892761785938	No data	No data	macrophage stimulating 1 receptor
TCAIM	0.12743327999938844	0.20961806919477646	No data	No data	No data	No data	No data	No data	T cell activation inhibitor, mitochondrial
DDR1	0.12740468524380202	0.17128823509949942	No data	No data	No data	0.1258246847494138	No data	0.709733875761667	discoidin domain receptor tyrosine kinase 1
HLA-DMA	0.12722417554647367	0.2092741082476814	No data	No data	No data	No data	No data	No data	major histocompatibility complex, class II, DM alpha
RBM23	0.12704728252497358	0.2089831326593495	No data	No data	No data	No data	No data	No data	RNA binding motif protein 23
DTNBP1	0.12698033032821227	No data	No data	No data	No data	0.9694527343621339	No data	0.299649090142768	dystrobrevin binding protein 1
ANKK1	0.12646416127242385	0.17908611812985895	No data	No data	No data	0.5787564869450337	No data	No data	ankyrin repeat and kinase domain containing 1
GNL3	0.12644311040040007	0.2043417306054198	No data	No data	No data	0.07295169571339453	No data	No data	G protein nucleolar 3
SPATA31D4	0.12631839394688868	0.20778416629517044	No data	No data	No data	No data	No data	No data	SPATA31 subfamily D member 4
PLEKHO1	0.12599300741554545	0.20724893015871942	No data	No data	No data	No data	No data	No data	pleckstrin homology domain containing O1
MTRFR	0.12576141515137515	0.20686797846967825	No data	No data	No data	No data	No data	No data	mitochondrial translation release factor in rescue
FBXO21	0.12570518544243822	0.2067754848681732	No data	No data	No data	No data	No data	No data	F-box protein 21
PPP2R2A	0.12528319567387686	0.20608134374188178	No data	No data	No data	No data	No data	No data	protein phosphatase 2 regulatory subunit Balpha
ALG14	0.12519272133936787	0.20593252033161136	No data	No data	No data	No data	No data	No data	ALG14 UDP-N-acetylglucosaminyltransferase subunit
TMX2	0.1251086080306225	0.20579416032570966	No data	No data	No data	No data	No data	No data	thioredoxin related transmembrane protein 2
RUNX1T1	0.12502506108667724	0.2056567319468983	No data	No data	No data	No data	No data	No data	RUNX1 partner transcriptional co-repressor 1
CREB1	0.12462780456720234	0.18335704335981878	No data	No data	No data	0.4329246355492603	No data	No data	cAMP responsive element binding protein 1
XPO7	0.12410146579674892	0.20413748782642135	No data	No data	No data	No data	No data	No data	exportin 7
SUFU	0.12401572832246428	0.2018686983998948	No data	No data	No data	0.04255515583281348	No data	No data	SUFU negative regulator of hedgehog signaling
ZNF664	0.12392555066771542	0.20384812079694264	No data	No data	No data	No data	No data	No data	zinc finger protein 664
MAU2	0.12386254396846755	0.20313654876336237	No data	No data	No data	0.012158615952232422	No data	No data	MAU2 sister chromatid cohesion factor
NAT8	0.12368036387140426	0.2028368763371931	No data	No data	No data	0.012158615952232422	No data	No data	N-acetyltransferase 8 (putative)
C2orf49	0.12367571656975282	0.20343716267647213	No data	No data	No data	No data	No data	No data	chromosome 2 open reading frame 49
BTN3A1	0.12347933236665798	0.2031141255744428	No data	No data	No data	No data	No data	No data	butyrophilin subfamily 3 member A1
KDM3B	0.12343438463508535	0.2030401899690265	No data	No data	No data	No data	No data	No data	lysine demethylase 3B
PGBD1	0.12335817265701025	0.195911970872617	No data	No data	No data	0.14005712358975728	No data	No data	piggyBac transposable element derived 1
NDE1	0.12298224820640688	0.19190246114550794	No data	No data	No data	0.2078799746092787	No data	No data	nudE neurodevelopment protein 1
PAH	0.12202988677720132	0.14576865195990518	No data	0.16253705352810702	No data	0.07878065051712355	No data	No data	phenylalanine hydroxylase
DKK1	0.12152205996527828	0.1955666808879331	No data	No data	No data	0.08655760416009026	No data	No data	dickkopf WNT signaling pathway inhibitor 1
OR2B2	0.12145394794251689	0.1997825219904523	No data	No data	No data	No data	No data	No data	olfactory receptor family 2 subfamily B member 2
NAT2	0.12142162444702549	0.18863461523838013	No data	No data	No data	0.22189474112824173	No data	No data	N-acetyltransferase 2
CBLN2	0.1214045490644933	0.19970126458711351	No data	No data	No data	No data	No data	No data	cerebellin 2 precursor
NAPRT	0.12130628778731505	0.19649997825938073	No data	No data	No data	0.06079307976116211	No data	No data	nicotinate phosphoribosyltransferase
TLE1	0.12107922507203304	0.19916613132237623	No data	No data	No data	No data	No data	No data	TLE family member 1, transcriptional corepressor
STON2	0.12089765512128327	0.18225577406692703	No data	No data	No data	0.3201273746155576	0.0272393884285866	No data	stonin 2
PRSS55	0.12088077874348922	0.1988397021805669	No data	No data	No data	No data	No data	No data	serine protease 55
APOE	0.12061820359199173	No data	No data	No data	No data	0.8113112360225211	No data	0.722910775799899	apolipoprotein E
FADS2	0.12009009209596741	0.1886734252195137	No data	No data	No data	0.17731314930338946	No data	No data	fatty acid desaturase 2
GLB1L2	0.11975820843117967	0.19699315925706343	No data	No data	No data	No data	No data	No data	galactosidase beta 1 like 2
HRH3	0.11919122306461086	No data	No data	0.17721182750378753	No data	0.21474208167887895	No data	0.2815327523739417	histamine receptor H3
NSD3	0.11905684184324306	0.1958394644768482	No data	No data	No data	No data	No data	No data	nuclear receptor binding SET domain protein 3
MAP4	0.11903353746661649	0.19428130355284204	No data	No data	No data	0.030396539880581056	No data	No data	microtubule associated protein 4
RAP1A	0.11891376667430416	0.19560411668808508	No data	No data	No data	No data	No data	No data	RAP1A, member of RAS oncogene family
CACNA1G	0.1188492843473649	0.15198269940290526	No data	0.12158615952232422	No data	No data	No data	0.590346399290705	calcium voltage-gated channel subunit alpha1 G
PSMA4	0.11883295239401076	0.18945097974046632	No data	No data	No data	0.12040407186030162	No data	No data	proteasome 20S subunit alpha 4
ESR1	0.11875293440521416	No data	No data	0.15198269940290526	No data	0.7451187424331042	No data	0.274541548201408	estrogen receptor 1
ARL6IP4	0.11837673469781906	0.1947207398652708	No data	No data	No data	No data	No data	No data	ADP ribosylation factor like GTPase 6 interacting protein 4
CETN3	0.11831301163800768	0.19461592027057067	No data	No data	No data	No data	No data	No data	centrin 3
R3HDM2	0.11809523752431254	0.1942576983898061	No data	No data	No data	No data	No data	No data	R3H domain containing 2
IL6	0.11801753689199211	No data	No data	0.06079307976116211	No data	0.8946580840469923	No data	No data	interleukin 6
ZDHHC5	0.11638342138447193	0.1908339600256658	No data	No data	No data	0.012158615952232422	No data	No data	zinc finger DHHC-type palmitoyltransferase 5
CTNND1	0.11629199093699358	0.19129149467977302	No data	No data	No data	No data	No data	No data	catenin delta 1
CRP	0.11571496051752511	No data	No data	No data	No data	0.9517116172772846	No data	No data	C-reactive protein
SFMBT1	0.1156315820717693	0.19020517224337263	No data	No data	No data	No data	No data	No data	Scm like with four mbt domains 1
DLG4	0.11521060329883638	No data	No data	No data	No data	0.853562171059913	No data	0.3760051983227876	discs large MAGUK scaffold protein 4
STIM2	0.11501032935249704	0.18918325869381572	No data	No data	No data	No data	No data	No data	stromal interaction molecule 2
SLC12A5	0.11478585132120206	0.1613433434504883	No data	No data	No data	0.3297095526734677	No data	0.4028757395772213	solute carrier family 12 member 5
NT5DC2	0.11465921018105212	0.1886056943183566	No data	No data	No data	No data	No data	No data	5'-nucleotidase domain containing 2
C10orf95	0.11432008282013491	0.1880478555606402	No data	No data	No data	No data	No data	No data	chromosome 10 open reading frame 95
PDE10A	0.1140457747902024	No data	No data	0.14353921610274387	No data	0.4704663893954201	No data	0.6720522984897068	phosphodiesterase 10A
PRORP	0.11397965166193218	0.18748787215539048	No data	No data	No data	No data	No data	No data	protein only RNase P catalytic subunit
MC4R	0.11295284308801198	0.18237923928348632	No data	No data	No data	0.06839221473130737	No data	No data	melanocortin 4 receptor
UBE2D3	0.11239250903202672	0.1842692122482472	No data	No data	No data	0.012158615952232422	No data	No data	ubiquitin conjugating enzyme E2 D3
PEX12	0.11233961673711056	0.18479013923699775	No data	No data	No data	No data	No data	No data	peroxisomal biogenesis factor 12
CASD1	0.11221413038453505	0.18458372371557902	No data	No data	No data	No data	No data	No data	CAS1 domain containing 1
ITGB7	0.11210168638491694	0.18439876187442888	No data	No data	No data	No data	No data	No data	integrin subunit beta 7
AGO4	0.11194108494607752	0.18413458470250343	No data	No data	No data	No data	No data	No data	argonaute RISC component 4
LETM2	0.11184886366109506	0.1839828876913555	No data	No data	No data	No data	No data	No data	leucine zipper and EF-hand containing transmembrane protein 2
AKT1	0.11144431798969821	No data	No data	No data	No data	0.9165872039015766	No data	No data	AKT serine/threonine kinase 1
CWF19L1	0.11143555987593287	0.18330303434820208	No data	No data	No data	No data	No data	No data	CWF19 like cell cycle control factor 1
ERBB4	0.11135260722423221	No data	No data	No data	No data	0.8145060519831162	No data	0.4053074627676678	erb-b2 receptor tyrosine kinase 4
S100B	0.11114962726443543	No data	No data	No data	No data	0.9141634845701944	No data	No data	S100 calcium binding protein B
PANX3	0.11102051371522487	0.18170841873316235	No data	No data	No data	0.01823792392834863	No data	No data	pannexin 3
TANC2	0.11087395640541053	0.18237923928348632	No data	No data	No data	No data	No data	No data	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2
FNBP1L	0.11045203456624887	0.18168520989589934	No data	No data	No data	No data	No data	No data	formin binding protein 1 like
PITPNM2	0.11044623072924009	0.18167566302472324	No data	No data	No data	No data	No data	No data	phosphatidylinositol transfer protein membrane associated 2
DENND4A	0.1103711893254954	0.18155222561368978	No data	No data	No data	No data	No data	No data	DENN domain containing 4A
TACR3	0.1099704292326161	No data	No data	0.17309140765330877	No data	0.15603196077102935	No data	No data	tachykinin receptor 3
ITIH1	0.10986938983710537	0.1788396850408937	No data	No data	No data	0.037742370351721476	No data	No data	inter-alpha-trypsin inhibitor heavy chain 1
SLC38A8	0.10968116307989283	0.18041718483550664	No data	No data	No data	No data	No data	No data	solute carrier family 38 member 8
MYH11	0.10962117771766422	0.17705501968530588	No data	No data	No data	0.06079307976116211	0.01007279082680514	No data	myosin heavy chain 11
DDN	0.10937898471748529	0.1799201243746866	No data	No data	No data	No data	No data	No data	dendrin
SRR	0.1093068521898764	0.15314908721630333	No data	No data	No data	0.40678722067697076	No data	0.28408606172391054	serine racemase
CLTA	0.10900197494285992	0.17929997192294944	No data	No data	No data	No data	No data	No data	clathrin light chain A
TRIM27	0.10892395268560663	0.1791716312342398	No data	No data	No data	No data	No data	No data	tripartite motif containing 27
PCDHA4	0.1087397053513671	0.17886855835988733	No data	No data	No data	No data	No data	No data	protocadherin alpha 4
TMEM158	0.10858370545817153	0.1786119503811364	No data	No data	No data	No data	No data	No data	transmembrane protein 158
CAMK2A	0.10811436488817718	No data	No data	No data	No data	0.10283682180592557	No data	0.8634903984584233	calcium/calmodulin dependent protein kinase II alpha
NGF	0.10810194555799146	No data	No data	No data	No data	0.7866611202367603	No data	0.4097453575902326	nerve growth factor
NR3C1	0.10794747361049334	No data	No data	0.12158615952232422	No data	0.7358442871109115	No data	No data	nuclear receptor subfamily 3 group C member 1
EEF1A2	0.10781602812982889	0.17734917946813344	No data	No data	No data	No data	No data	No data	eukaryotic translation elongation factor 1 alpha 2
GUCY1B2	0.10773252764059056	No data	No data	0.17721182750378753	No data	No data	No data	No data	guanylate cyclase 1 soluble subunit beta 2 (pseudogene)
GUCY1B1	0.10773252764059056	No data	No data	0.17721182750378753	No data	No data	No data	No data	guanylate cyclase 1 soluble subunit beta 1
DCP1B	0.10757302551475154	0.17634152782066187	No data	No data	No data	0.012158615952232422	No data	No data	decapping mRNA 1B
SEH1L	0.10707593070378146	0.17613177540017858	No data	No data	No data	No data	No data	No data	SEH1 like nucleoporin
TCTN1	0.10690662278567743	0.1758532767309728	No data	No data	No data	No data	No data	No data	tectonic family member 1
TH	0.10675617597140763	No data	No data	No data	No data	0.7337290417788728	No data	0.5771998957923536	tyrosine hydroxylase
RBM6	0.10583459278506255	0.17408986878252447	No data	No data	No data	No data	No data	No data	RNA binding motif protein 6
RPS6KL1	0.10582810533999391	0.17407919742799838	No data	No data	No data	No data	No data	No data	ribosomal protein S6 kinase like 1
PRL	0.10575683615875357	No data	No data	No data	No data	0.86980982518274	No data	No data	prolactin
RBKS	0.10567573218032304	0.17382855515050644	No data	No data	No data	No data	No data	No data	ribokinase
SLC24A1	0.1055355865519925	0.17359802623359494	No data	No data	No data	No data	No data	No data	solute carrier family 24 member 1
SH2B1	0.10546508465574675	0.1719622289736693	No data	No data	No data	0.030396539880581056	No data	No data	SH2B adaptor protein 1
SCN3B	0.10541456669746055	0.17339895776230282	No data	No data	No data	No data	No data	No data	sodium voltage-gated channel beta subunit 3
SEC11A	0.10516962406810196	0.17299604573626154	No data	No data	No data	No data	No data	No data	SEC11 homolog A, signal peptidase complex subunit
SETD6	0.10477485458599547	0.17234667991426764	No data	No data	No data	No data	No data	No data	SET domain containing 6, protein lysine methyltransferase
SIGMAR1	0.10476856650115612	No data	No data	0.13678442946261474	No data	0.23199152170432025	No data	0.607930797611621	sigma non-opioid intracellular receptor 1
AIM2	0.10468116029774055	0.1721925599245862	No data	No data	No data	No data	No data	No data	absent in melanoma 2
FKBP5	0.10458878685636788	No data	No data	No data	No data	0.7868862970356885	0.011766268132789212	0.28803761190838606	FKBP prolyl isomerase 5
MMP9	0.1044646784879285	No data	No data	No data	No data	0.8591823189279033	No data	No data	matrix metallopeptidase 9
RAI1	0.10425660191843289	0.15950539966389812	No data	No data	No data	0.23977587929523217	No data	No data	retinoic acid induced 1
PCDHA8	0.10420295667845046	0.16836629729428	No data	No data	No data	0.06079307976116211	No data	No data	protocadherin alpha 8
NR1D2	0.10354890838234893	0.1703300914991669	No data	No data	No data	No data	No data	No data	nuclear receptor subfamily 1 group D member 2
KMT2D	0.10326903405434545	0.169869719481327	No data	No data	No data	No data	No data	No data	lysine methyltransferase 2D
DYSF	0.10308024830141434	0.1695591812528431	No data	No data	No data	No data	No data	No data	dysferlin
EGR3	0.10302764755415922	No data	No data	No data	No data	0.8429548819772912	0.017633612445761532	No data	early growth response 3
CYSTM1	0.10282480835700913	0.15553655034408384	No data	No data	No data	No data	No data	0.27204903193120045	cysteine rich transmembrane module containing 1
MPC2	0.10279123749872275	0.1585767630835402	No data	No data	No data	0.21014034688723868	No data	No data	mitochondrial pyruvate carrier 2
HIVEP2	0.10262278768977783	No data	No data	No data	No data	0.7704434433646343	No data	0.2943600922035469	HIVEP zinc finger 2
DCTD	0.10259048123044616	0.1687535516106333	No data	No data	No data	No data	No data	No data	dCMP deaminase
OXT	0.10244197846402207	No data	No data	No data	No data	0.7468010781243613	No data	0.38298120422538096	oxytocin/neurophysin I prepropeptide
ANKRD36	0.10241434345598208	0.16846381834632743	No data	No data	No data	No data	No data	No data	ankyrin repeat domain 36
SLC45A4	0.10233981356126635	0.16834122232880613	No data	No data	No data	No data	No data	No data	solute carrier family 45 member 4
TRIO	0.10232948515495449	0.1609751938898966	No data	No data	No data	0.14698077989588965	No data	No data	trio Rho guanine nucleotide exchange factor
CCDC182	0.10214428427990864	0.16801959150811752	No data	No data	No data	No data	No data	No data	coiled-coil domain containing 182
PVALB	0.10212979488115506	No data	No data	No data	No data	0.8399787877369643	No data	No data	parvalbumin
FADS1	0.1020397778070112	0.16587191120346412	No data	No data	No data	0.03951550184475537	No data	No data	fatty acid desaturase 1
RB1CC1	0.1019977359048396	0.1609751938898966	No data	No data	No data	0.136066733382101	No data	No data	RB1 inducible coiled-coil 1
TARS2	0.1019116551324079	0.16763693422473153	No data	No data	No data	No data	No data	No data	threonyl-tRNA synthetase 2, mitochondrial
XRCC3	0.10187644797487018	0.16180367854666025	No data	No data	No data	0.115506851546208	No data	No data	X-ray repair cross complementing 3
IL10	0.10174894749396599	No data	No data	No data	No data	0.8368464625719512	No data	No data	interleukin 10
RYR3	0.10162753041601766	No data	No data	No data	No data	0.021277577916406734	No data	0.8305284587246013	ryanodine receptor 3
PHETA2	0.10154751596382407	0.1655181259485986	No data	No data	No data	0.030396539880581056	No data	No data	PH domain containing endocytic trafficking adaptor 2
SLC44A4	0.10140602962970516	0.16619728786888666	No data	No data	No data	0.012158615952232422	No data	No data	solute carrier family 44 member 4
STIMATE-MUSTN1	0.10132057019212935	0.16666464438088624	No data	No data	No data	No data	No data	No data	STIMATE-MUSTN1 readthrough
HLA-DQB1	0.10122345120519925	0.16650489102193214	No data	No data	No data	No data	No data	No data	major histocompatibility complex, class II, DQ beta 1
PPP1R16A	0.10117904139447473	0.16643184025546498	No data	No data	No data	No data	No data	No data	protein phosphatase 1 regulatory subunit 16A
MAMSTR	0.1011684325218142	0.16641438946550302	No data	No data	No data	No data	No data	No data	MEF2 activating motif and SAP domain containing transcriptional regulator
RELN	0.10090705759822494	No data	No data	No data	No data	0.8299222378160367	No data	No data	reelin
ZDHHC21	0.100729503581061	0.16569238468719993	No data	No data	No data	No data	No data	No data	zinc finger DHHC-type palmitoyltransferase 21
FAM178B	0.10051704663902439	0.1653429091500643	No data	No data	No data	No data	No data	No data	family with sequence similarity 178 member B
CHRNB4	0.10051236603874107	0.16168889682431561	No data	No data	No data	0.07292626187390262	No data	No data	cholinergic receptor nicotinic beta 4 subunit
ARFGEF2	0.10034830078564687	0.16506533503465434	No data	No data	No data	No data	No data	No data	ADP ribosylation factor guanine nucleotide exchange factor 2
RPS26	0.09983755098167517	0.16270536339590866	No data	No data	No data	0.030396539880581056	No data	No data	ribosomal protein S26
PPP1R1B	0.09898887881285637	No data	No data	No data	No data	0.8141459455727047	No data	No data	protein phosphatase 1 regulatory inhibitor subunit 1B
FBXL8	0.09877519834770748	0.16247770097479153	No data	No data	No data	No data	No data	No data	F-box and leucine rich repeat protein 8
PTPRZ1	0.09874591288917435	No data	No data	No data	No data	0.6804832457329494	0.01369450678089584	0.5205711419948311	protein tyrosine phosphatase receptor type Z1
DDC	0.098686133831402	No data	No data	0.15198269940290526	No data	0.2069699441101749	No data	No data	dopa decarboxylase
FAM120AOS	0.09862962968323238	0.1622382515752102	No data	No data	No data	No data	No data	No data	family with sequence similarity 120A opposite strand
ANKRD63	0.09859024929458675	0.1621734738261632	No data	No data	No data	No data	No data	No data	ankyrin repeat domain 63
TAOK2	0.09822050049117892	0.15814565438416545	No data	No data	No data	0.06839221473130737	No data	No data	TAO kinase 2
HLA-DQA1	0.09819822386268827	0.15819344585483347	No data	No data	No data	0.0667035180712751	No data	No data	major histocompatibility complex, class II, DQ alpha 1
MACROD1	0.09782673332081117	0.1609175480254385	No data	No data	No data	No data	No data	No data	mono-ADP ribosylhydrolase 1
ATP2B2	0.09769145040300097	0.1606950178980923	No data	No data	No data	No data	No data	No data	ATPase plasma membrane Ca2+ transporting 2
CASP1	0.09767963744841995	0.15558416605480346	No data	No data	No data	0.10182840859994653	No data	No data	caspase 1
ARC	0.09753858871762512	No data	No data	No data	No data	0.6052794589402886	No data	0.6508979954294825	activity regulated cytoskeleton associated protein
STIMATE	0.09740025451174636	0.1602160227683857	No data	No data	No data	No data	No data	No data	STIM activating enhancer
